"Title","Features.Handheld?","Features.Max Players","Features.Multiplatform?","Features.Online?","Metadata.Genres","Metadata.Licensed?","Metadata.Publishers","Metadata.Sequel?","Metrics.Review Score","Metrics.Sales","Metrics.Used Price","Release.Console","Release.Rating","Release.Re-release?","Release.Year","Length.All PlayStyles.Average","Length.All PlayStyles.Leisure","Length.All PlayStyles.Median","Length.All PlayStyles.Polled","Length.All PlayStyles.Rushed","Length.Completionists.Average","Length.Completionists.Leisure","Length.Completionists.Median","Length.Completionists.Polled","Length.Completionists.Rushed","Length.Main + Extras.Average","Length.Main + Extras.Leisure","Length.Main + Extras.Median","Length.Main + Extras.Polled","Length.Main + Extras.Rushed","Length.Main Story.Average","Length.Main Story.Leisure","Length.Main Story.Median","Length.Main Story.Polled","Length.Main Story.Rushed"
"Need for Speed: Undercover","True","1","True","True","Racing / Driving","True","EA","True","59","0.59","17.95","PlayStation 3","E","True","2008","12.183333333333334","16.333333333333332","11.2","43","9.333333333333334","16.116666666666667","18.15","14.5","6","14.3","13.783333333333333","16.683333333333334","13.0","11","11.683333333333334","10.583333333333334","11.683333333333334","11.0","26","8.883333333333333"
"Wario Land: Shake It!","True","1","True","True","Action","True","Nintendo","True","78","0.59","19.95","Nintendo Wii","T","True","2008","9.633333333333333","25.2","6.766666666666667","25","6.216666666666667","23.733333333333334","31.533333333333335","18.0","3","15.933333333333334","12.866666666666667","14.433333333333334","10.7","5","10.433333333333334","6.2","7.633333333333333","6.0","17","5.166666666666667"
"NBA 2K9","True","7","True","True","Sports","True","2K","True","82","0.58","14.95","PlayStation 3","E","True","2008","0.0","0.0","0.0","0","0.0","0.0","0.0","0.0","0","0.0","0.0","0.0","0.0","0","0.0","0.0","0.0","0.0","0","0.0"
"Major League Baseball 2K9","True","1","True","True","Sports","True","2K","True","64","0.58","14.95","X360","E","True","2008","0.0","0.0","0.0","0","0.0","0.0","0.0","0.0","0","0.0","0.0","0.0","0.0","0","0.0","0.0","0.0","0.0","0","0.0"
"NCAA Football 09","True","4","True","True","Sports","True","EA","True","81","0.56","14.95","PlayStation 3","E","True","2008","0.0","0.0","0.0","0","0.0","0.0","0.0","0.0","0","0.0","0.0","0.0","0.0","0","0.0","0.0","0.0","0.0","0","0.0"
"Kung Fu Panda","True","1","True","True","Action","True","Activision","True","71","0.56","17.95","Nintendo DS","E","True","2008","6.7","11.883333333333333","5.0","28","4.416666666666667","12.85","15.533333333333333","13.5","6","9.7","7.166666666666667","8.033333333333333","7.0","3","6.283333333333333","4.683333333333334","5.416666666666667","5.0","19","3.9166666666666665"
"Devil May Cry 4","True","1","True","True","Action","True","Capcom","True","84","0.56","19.95","PlayStation 3","T","True","2008","13.35","56.333333333333336","12.0","209","9.333333333333334","54.766666666666666","74.68333333333334","44.0","5","32.1","15.35","25.35","14.0","51","12.083333333333334","11.316666666666666","15.466666666666667","11.0","153","8.566666666666666"
"Tom Clancy's EndWar","True","1","True","True","Strategy","True","Ubisoft","True","77","0.56","16.95","X360","E","True","2008","14.533333333333333","25.566666666666666","9.75","7","9.05","0.0","0.0","0.0","0","0.0","39.0","39.0","39.0","1","39.0","10.466666666666667","14.016666666666667","8.866666666666667","6","7.816666666666666"
"LEGO Batman: The Videogame","True","1","True","True","Action","True","","True","73","0.54","17.95","Sony PSP","M","True","2008","17.333333333333332","33.083333333333336","15.0","121","10.333333333333334","29.216666666666665","39.55","29.0","35","22.883333333333333","16.75","28.183333333333334","16.0","33","13.183333333333334","9.833333333333334","13.816666666666666","9.433333333333334","53","7.066666666666666"
"BioShock","True","1","True","True","Action","True","2K","True","94","0.53","17.95","PlayStation 3","E","True","2008","14.666666666666666","32.333333333333336","13.5","1900","9.533333333333333","21.75","33.43333333333333","20.0","214","15.166666666666666","16.333333333333332","33.13333333333333","15.0","630","10.833333333333334","12.266666666666667","21.066666666666666","12.0","1100","8.566666666666666"
"Bully: Scholarship Edition","True","1","True","True","Action,Adventure","True","Rockstar","True","80","0.53","17.95","X360","T","True","2008","18.8","28.033333333333335","17.35","251","12.033333333333333","26.583333333333332","32.05","26.0","41","21.633333333333333","19.533333333333335","28.383333333333333","18.0","121","14.95","14.25","21.8","13.2","89","9.85"
"Prince of Persia","True","1","True","True","Action","True","Ubisoft","True","81","0.53","16.95","X360","T","True","2008","13.916666666666666","29.716666666666665","13.0","240","10.316666666666666","18.133333333333333","31.783333333333335","17.0","43","13.033333333333333","15.1","19.516666666666666","15.0","77","12.016666666666667","11.633333333333333","14.866666666666667","11.833333333333334","120","9.466666666666667"
"Kung Fu Panda","True","4","True","True","Action","True","Activision","True","70","0.52","16.95","Nintendo Wii","E","True","2008","6.7","11.883333333333333","5.0","28","4.416666666666667","12.85","15.533333333333333","13.5","6","9.7","7.166666666666667","8.033333333333333","7.0","3","6.283333333333333","4.683333333333334","5.416666666666667","5.0","19","3.9166666666666665"
"Sonic Chronicles: The Dark Brotherhood","True","1","True","True","Action,Role-Playing (RPG)","True","Sega","True","74","0.52","17.95","Nintendo DS","E","True","2008","22.166666666666668","38.71666666666667","20.0","13","15.45","39.166666666666664","47.75","39.166666666666664","2","30.583333333333332","21.7","28.1","20.0","7","17.483333333333334","14.5","18.733333333333334","12.0","4","11.533333333333333"
"Chrono Trigger","True","2","True","True","Role-Playing (RPG)","True","SquareEnix","True","92","0.51","17.95","Nintendo DS","T","True","2008","28.25","69.41666666666667","25.0","535","18.3","46.1","78.88333333333334","45.0","63","31.783333333333335","27.25","63.016666666666666","25.133333333333333","301","18.666666666666668","23.416666666666668","32.6","23.0","171","16.6"
"Tomb Raider: Underworld","True","1","True","True","Action","True","Eidos","True","76","0.51","17.95","X360","E","True","2008","11.516666666666667","17.883333333333333","10.033333333333333","143","7.833333333333333","18.883333333333333","21.966666666666665","19.0","13","14.466666666666667","12.116666666666667","16.016666666666666","12.0","37","9.733333333333333","10.25","15.55","10.0","93","7.516666666666667"
"skate it","True","4","True","True","Action,Sports","True","EA","True","70","0.5","39.95","Nintendo Wii","T","True","2008","0.0","0.0","0.0","0","0.0","0.0","0.0","0.0","0","0.0","0.0","0.0","0.0","0","0.0","0.0","0.0","0.0","0","0.0"
"The Legendary Starfy","True","1","True","True","Action,Adventure","True","Nintendo","True","75","0.5","24.95","Nintendo DS","E","True","2008","14.25","18.533333333333335","9.9","11","9.033333333333333","21.383333333333333","22.9","20.25","5","19.583333333333332","8.65","9.266666666666667","8.65","2","8.033333333333333","8.133333333333333","8.95","8.5","4","7.15"
"Mirror's Edge","True","1","True","True","Action","True","EA","True","79","0.5","14.95","X360","T","True","2008","7.016666666666667","34.833333333333336","6.333333333333333","1100","4.333333333333333","13.733333333333333","37.43333333333333","10.0","49","8.433333333333334","8.483333333333333","21.616666666666667","8.0","203","6.116666666666666","6.316666666666666","11.566666666666666","6.0","895","4.066666666666666"
"Haze","True","2","True","True","Action","True","Ubisoft","True","55","0.49","12.95","PlayStation 3","T","True","2008","7.65","15.016666666666667","6.916666666666667","19","5.633333333333333","22.766666666666666","22.766666666666666","22.766666666666666","1","22.766666666666666","6.0","6.0","6.0","1","6.0","6.866666666666667","8.933333333333334","6.916666666666667","17","5.433333333333334"
"Dissidia: Final Fantasy","True","1","True","True","Action,Role-Playing (RPG)","True","SquareEnix","True","79","0.49","17.95","Sony PSP","T","True","2008","63.31666666666667","178.31666666666666","50.0","67","36.65","117.16666666666667","206.65","109.46666666666667","10","72.48333333333333","73.53333333333333","179.3","63.666666666666664","31","48.5","30.433333333333334","40.416666666666664","30.0","26","23.433333333333334"
"Sid Meier's Civilization: Revolution","True","1","True","True","Strategy","True","2K","True","84","0.49","24.95","X360","T","True","2008","14.4","35.1","6.0","30","6.35","43.35","51.333333333333336","42.0","5","33.833333333333336","16.35","21.033333333333335","17.8","8","10.033333333333333","4.966666666666667","10.2","3.8666666666666667","17","3.45"
"Wall-E","True","4","True","True","Action","True","THQ","True","51","0.48","17.95","Nintendo Wii","E","True","2008","7.35","10.516666666666667","6.716666666666667","7","5.266666666666667","6.0","6.0","6.0","1","6.0","14.0","14.0","14.0","1","14.0","6.283333333333333","8.25","6.716666666666667","5","5.0"
"Prince of Persia","True","1","True","True","Action","True","Ubisoft","True","85","0.48","17.95","PlayStation 3","T","True","2008","13.916666666666666","29.716666666666665","13.0","240","10.316666666666666","18.133333333333333","31.783333333333335","17.0","43","13.033333333333333","15.1","19.516666666666666","15.0","77","12.016666666666667","11.633333333333333","14.866666666666667","11.833333333333334","120","9.466666666666667"
"NHL 09 ","True","1","True","True","Sports","True","EA","True","88","0.48","14.95","X360","E","True","2008","26.666666666666668","31.666666666666668","20.0","3","21.666666666666668","40.0","40.0","40.0","1","40.0","0.0","0.0","0.0","0","0.0","20.0","20.0","20.0","2","20.0"
"Brothers in Arms: Hell's Highway","True","1","True","True","Action","True","Ubisoft","True","76","0.47","17.95","X360","E","True","2008","8.966666666666667","13.766666666666667","8.1","59","7.266666666666667","15.5","17.25","15.5","4","13.75","9.8","11.35","9.0","7","8.483333333333333","8.3","10.266666666666667","8.0","48","7.066666666666666"
"Shaun White Snowboarding","True","1","True","True","Sports","True","Ubisoft","True","60","0.47","14.95","X360","T","True","2008","0.0","0.0","0.0","0","0.0","0.0","0.0","0.0","0","0.0","0.0","0.0","0.0","0","0.0","0.0","0.0","0.0","0","0.0"
"Turok","True","1","True","True","Action","True","","True","69","0.47","14.95","X360","E","True","2008","9.716666666666667","24.366666666666667","7.75","32","6.566666666666666","12.2","25.55","10.0","11","8.55","8.366666666666667","10.85","7.033333333333333","8","6.55","8.45","16.35","7.0","13","6.05"
"Iron Man","True","1","True","True","Action","True","Sega","True","44","0.46","16.95","Sony PSP","E","True","2008","5.8","10.666666666666666","5.0","12","4.233333333333333","9.983333333333333","12.466666666666667","8.0","3","7.483333333333333","5.083333333333333","5.083333333333333","5.083333333333333","1","5.083333333333333","4.333333333333333","4.683333333333334","4.366666666666666","8","3.716666666666667"
"De Blob","True","4","True","True","Action","True","THQ","True","82","0.45","16.95","Nintendo Wii","M","True","2008","12.133333333333333","19.283333333333335","10.0","26","8.466666666666667","23.15","25.783333333333335","25.0","4","19.6","11.8","14.733333333333333","11.15","12","10.05","8.133333333333333","8.95","8.416666666666666","10","7.066666666666666"
"Sonic Riders: Zero Gravity","True","4","True","True","Racing / Driving","True","Sega","True","56","0.45","16.95","Nintendo Wii","T","True","2008","5.5","8.433333333333334","4.266666666666667","8","3.6","9.5","10.75","9.5","2","8.25","6.283333333333333","7.133333333333334","6.283333333333333","2","5.433333333333334","3.1","3.5166666666666666","3.066666666666667","4","2.7"
"Rhythm Heaven","True","1","True","True","Action","True","Nintendo","True","83","0.45","24.95","Nintendo DS","T","True","2008","9.116666666666667","16.933333333333334","8.666666666666666","27","5.683333333333334","19.416666666666668","22.433333333333334","20.35","4","15.933333333333334","8.816666666666666","11.95","8.716666666666667","11","6.283333333333333","5.966666666666667","8.6","4.45","12","3.85"
"Tomb Raider: Underworld","True","1","True","True","Action","True","Eidos","True","75","0.44","17.95","PlayStation 3","T","True","2008","11.516666666666667","17.883333333333333","10.033333333333333","143","7.833333333333333","18.883333333333333","21.966666666666665","19.0","13","14.466666666666667","12.116666666666667","16.016666666666666","12.0","37","9.733333333333333","10.25","15.55","10.0","93","7.516666666666667"
"Advance Wars: Days of Ruin","True","4","True","True","Strategy","True","Nintendo","True","86","0.43","17.95","Nintendo DS","E","True","2008","33.93333333333333","68.98333333333333","22.0","35","19.483333333333334","90.51666666666667","100.11666666666666","90.0","3","80.91666666666667","41.06666666666667","72.58333333333333","33.0","13","27.083333333333332","20.116666666666667","36.1","18.083333333333332","19","15.05"
"LEGO Batman: The Videogame","True","2","True","True","Action","True","","True","75","0.43","17.95","PlayStation 3","E","True","2008","17.333333333333332","33.083333333333336","15.0","121","10.333333333333334","29.216666666666665","39.55","29.0","35","22.883333333333333","16.75","28.183333333333334","16.0","33","13.183333333333334","9.833333333333334","13.816666666666666","9.433333333333334","53","7.066666666666666"
"Far Cry 2","True","1","True","True","Action","True","Ubisoft","True","85","0.43","19.95","PlayStation 3","T","True","2008","26.0","78.25","23.0","235","15.25","40.4","64.76666666666667","39.31666666666667","32","27.166666666666668","29.15","79.78333333333333","26.0","110","18.783333333333335","17.316666666666666","28.566666666666666","17.0","93","11.566666666666666"
"Harvest Moon: Island of Happiness","True","1","True","True","Simulation,Strategy","True","","True","65","0.42","24.95","Nintendo DS","E","True","2008","43.0","43.0","43.0","1","43.0","0.0","0.0","0.0","0","0.0","43.0","43.0","43.0","1","43.0","0.0","0.0","0.0","0","0.0"
"Brothers in Arms: Hell's Highway","True","1","True","True","Action","True","Ubisoft","True","76","0.42","19.95","PlayStation 3","T","True","2008","8.966666666666667","13.766666666666667","8.1","59","7.266666666666667","15.5","17.25","15.5","4","13.75","9.8","11.35","9.0","7","8.483333333333333","8.3","10.266666666666667","8.0","48","7.066666666666666"
"Sonic Unleashed","True","1","True","True","Action,Adventure","True","Sega","True","54","0.42","17.95","PlayStation 3","T","True","2008","13.15","16.533333333333335","13.0","18","9.866666666666667","17.35","17.35","17.35","1","17.35","13.283333333333333","16.633333333333333","13.25","4","9.95","12.8","15.45","13.0","13","10.816666666666666"
"Pinball Hall of Fame: The Williams Collection","True","1","True","True","Simulation","True","","True","82","0.41","17.95","Nintendo Wii","T","True","2008","29.25","39.18333333333333","27.5","4","20.183333333333334","32.333333333333336","41.833333333333336","35.0","3","22.833333333333332","0.0","0.0","0.0","0","0.0","20.0","20.0","20.0","1","20.0"
"Sonic Unleashed","True","1","True","True","Action,Adventure","True","Sega","True","60","0.41","17.95","X360","E","True","2008","13.15","16.533333333333335","13.0","18","9.866666666666667","17.35","17.35","17.35","1","17.35","13.283333333333333","16.633333333333333","13.25","4","9.95","12.8","15.45","13.0","13","10.816666666666666"
"Samba de Amigo","True","2","True","True","Action","True","Sega","True","68","0.4","12.95","Nintendo Wii","T","True","2008","8.0","8.0","8.0","1","8.0","0.0","0.0","0.0","0","0.0","0.0","0.0","0.0","0","0.0","8.0","8.0","8.0","1","8.0"
"?kami","True","1","True","True","Action","True","Capcom","True","90","0.39","17.95","Nintendo Wii","M","True","2008","44.96666666666667","73.11666666666666","41.5","315","29.033333333333335","57.2","78.06666666666666","55.1","70","43.06666666666667","45.86666666666667","73.93333333333334","43.8","124","34.75","36.96666666666667","48.86666666666667","36.833333333333336","121","25.866666666666667"
"LEGO Indiana Jones: The Original Adventures","True","2","True","True","Action","True","","True","77","0.38","17.95","PlayStation 3","E","True","2008","15.133333333333333","25.033333333333335","13.716666666666667","85","10.366666666666667","22.0","29.316666666666666","24.016666666666666","31","15.0","14.216666666666667","17.8","15.0","18","10.916666666666666","9.7","13.616666666666667","10.0","36","8.083333333333334"
"MotorStorm: Pacific Rift","True","4","True","True","Action,Racing / Driving,Sports","True","Sony","True","82","0.37","29.95","PlayStation 3","T","True","2008","37.5","77.5","32.5","14","22.5","120.0","120.0","120.0","1","120.0","39.016666666666666","52.75","36.0","6","31.25","24.433333333333334","32.1","24.0","7","17.1"
"Tiger Woods PGA Tour 09","True","4","True","True","Sports","True","EA","True","84","0.37","19.95","X360","E","True","2008","0.0","0.0","0.0","0","0.0","0.0","0.0","0.0","0","0.0","0.0","0.0","0.0","0","0.0","0.0","0.0","0.0","0","0.0"
"SimCity Creator","True","1","True","True","Simulation","True","EA","True","67","0.37","24.95","Nintendo Wii","E","True","2008","0.0","0.0","0.0","0","0.0","0.0","0.0","0.0","0","0.0","0.0","0.0","0.0","0","0.0","0.0","0.0","0.0","0","0.0"
"Tiger Woods PGA Tour 09","True","4","True","True","Sports","True","EA","True","82","0.36","19.95","PlayStation 3","E","True","2008","0.0","0.0","0.0","0","0.0","0.0","0.0","0.0","0","0.0","0.0","0.0","0.0","0","0.0","0.0","0.0","0.0","0","0.0"
"Sid Meier's Civilization: Revolution","True","1","True","True","Simulation,Strategy","True","2K","True","80","0.36","17.95","Nintendo DS","M","True","2008","14.4","35.1","6.0","30","6.35","43.35","51.333333333333336","42.0","5","33.833333333333336","16.35","21.033333333333335","17.8","8","10.033333333333333","4.966666666666667","10.2","3.8666666666666667","17","3.45"
"Pure","True","1","True","True","Racing / Driving,Sports","True","Disney","True","83","0.36","17.95","PlayStation 3","M","True","2008","13.666666666666666","19.166666666666668","13.0","13","10.033333333333333","16.666666666666668","19.916666666666668","13.0","3","13.416666666666666","14.666666666666666","19.166666666666668","14.0","6","12.166666666666666","9.933333333333334","12.6","8.5","4","7.983333333333333"
"Turok","True","1","True","True","Action","True","","True","67","0.36","16.95","PlayStation 3","M","True","2008","9.716666666666667","24.366666666666667","7.75","32","6.566666666666666","12.2","25.55","10.0","11","8.55","8.366666666666667","10.85","7.033333333333333","8","6.55","8.45","16.35","7.0","13","6.05"
"Crash: Mind over Mutant","True","1","True","True","Action","True","","True","70","0.36","17.95","Nintendo Wii","E","True","2008","6.083333333333333","7.5","5.55","12","4.8","5.6","5.6","5.6","1","5.6","9.033333333333333","9.033333333333333","9.033333333333333","1","9.033333333333333","5.833333333333333","7.416666666666667","5.483333333333333","10","4.716666666666667"
"Spider-Man: Web of Shadows","True","1","True","True","Action","True","Activision","True","68","0.36","19.95","X360","E","True","2008","12.566666666666666","16.783333333333335","12.0","24","9.383333333333333","19.633333333333333","20.45","19.633333333333333","2","18.816666666666666","13.15","14.416666666666666","12.0","11","12.266666666666667","10.7","12.916666666666666","11.0","11","8.666666666666666"
"Frontlines: Fuel of War","True","1","True","True","Action","True","THQ","True","75","0.35","14.95","X360","M","True","2008","5.85","9.333333333333334","5.5","48","4.333333333333333","0.0","0.0","0.0","0","0.0","8.383333333333333","10.1","8.016666666666667","6","7.1","5.5","9.183333333333334","5.25","42","4.183333333333334"
"GRID","True","1","True","True","Racing / Driving,Simulation,Sports","True","","True","87","0.35","19.95","X360","E","True","2008","28.583333333333332","106.41666666666667","23.133333333333333","78","17.166666666666668","47.18333333333333","114.63333333333334","37.4","21","28.633333333333333","24.566666666666666","34.31666666666667","24.75","16","18.316666666666666","20.616666666666667","40.65","22.0","41","14.9"
"Too Human","True","1","True","True","Action,Role-Playing (RPG)","True","Microsoft","True","65","0.35","14.95","X360","T","True","2008","20.516666666666666","68.36666666666666","15.0","37","12.866666666666667","119.0","119.0","119.0","1","119.0","23.833333333333332","45.833333333333336","19.5","16","16.333333333333332","12.916666666666666","16.466666666666665","12.983333333333333","20","10.466666666666667"
"Speed Racer: The Videogame","True","2","True","True","Racing / Driving","True","","True","69","0.34","16.95","Nintendo Wii","M","True","2008","12.383333333333333","12.383333333333333","12.383333333333333","1","12.383333333333333","12.383333333333333","12.383333333333333","12.383333333333333","1","12.383333333333333","0.0","0.0","0.0","0","0.0","0.0","0.0","0.0","0","0.0"
"LEGO Indiana Jones: The Original Adventures","True","1","True","True","Action","True","","True","76","0.34","17.95","Sony PSP","E","True","2008","15.133333333333333","25.033333333333335","13.716666666666667","85","10.366666666666667","22.0","29.316666666666666","24.016666666666666","31","15.0","14.216666666666667","17.8","15.0","18","10.916666666666666","9.7","13.616666666666667","10.0","36","8.083333333333334"
"SEGA Bass Fishing","True","1","True","True","Sports","True","Sega","True","59","0.34","17.95","Nintendo Wii","E","True","2008","8.366666666666667","10.916666666666666","7.0","5","4.166666666666667","14.083333333333334","14.116666666666667","14.083333333333334","2","14.033333333333333","7.0","7.0","7.0","1","7.0","3.3333333333333335","4.666666666666667","3.3333333333333335","2","2.0"
"The Chronicles of Narnia: Prince Caspian","True","2","True","True","Action,Role-Playing (RPG)","True","Disney","True","63","0.33","16.95","Nintendo Wii","M","True","2008","12.816666666666666","15.116666666666667","11.65","4","11.116666666666667","11.65","11.816666666666666","11.65","2","11.483333333333333","0.0","0.0","0.0","0","0.0","14.0","16.0","14.0","2","12.0"
"Iron Man","True","1","True","True","Action","True","Sega","True","56","0.33","14.95","Nintendo DS","M","True","2008","5.8","10.666666666666666","5.0","12","4.233333333333333","9.983333333333333","12.466666666666667","8.0","3","7.483333333333333","5.083333333333333","5.083333333333333","5.083333333333333","1","5.083333333333333","4.333333333333333","4.683333333333334","4.366666666666666","8","3.716666666666667"
"The Sims 2: Apartment Pets","True","1","True","True","Simulation","True","EA","True","50","0.33","17.95","Nintendo DS","M","True","2008","0.0","0.0","0.0","0","0.0","0.0","0.0","0.0","0","0.0","0.0","0.0","0.0","0","0.0","0.0","0.0","0.0","0","0.0"
"MLB 08: The Show","True","1","True","True","Sports","True","Sony","True","83","0.33","14.95","Sony PSP","M","True","2008","10.0","10.0","10.0","1","10.0","0.0","0.0","0.0","0","0.0","0.0","0.0","0.0","0","0.0","10.0","10.0","10.0","1","10.0"
"Iron Man","True","1","True","True","Action","True","Sega","True","42","0.33","17.95","PlayStation 3","T","True","2008","5.8","10.666666666666666","5.0","12","4.233333333333333","9.983333333333333","12.466666666666667","8.0","3","7.483333333333333","5.083333333333333","5.083333333333333","5.083333333333333","1","5.083333333333333","4.333333333333333","4.683333333333334","4.366666666666666","8","3.716666666666667"
"Madagascar: Escape 2 Africa","True","1","True","True","Action,Adventure","True","Activision","True","55","0.32","17.95","Nintendo DS","T","True","2008","6.5","6.75","6.5","2","6.25","0.0","0.0","0.0","0","0.0","7.0","7.0","7.0","1","7.0","6.0","6.0","6.0","1","6.0"
"GRID","True","1","True","True","Racing / Driving,Simulation,Sports","True","","True","87","0.31","24.95","PlayStation 3","T","True","2008","28.583333333333332","106.41666666666667","23.133333333333333","78","17.166666666666668","47.18333333333333","114.63333333333334","37.4","21","28.633333333333333","24.566666666666666","34.31666666666667","24.75","16","18.316666666666666","20.616666666666667","40.65","22.0","41","14.9"
"NHL 09","True","1","True","True","Sports","True","EA","True","88","0.31","19.95","PlayStation 3","M","True","2008","26.666666666666668","31.666666666666668","20.0","3","21.666666666666668","40.0","40.0","40.0","1","40.0","0.0","0.0","0.0","0","0.0","20.0","20.0","20.0","2","20.0"
"Banjo-Kazooie: Nuts & Bolts","True","1","True","True","Action,Adventure,Racing / Driving,Sports","True","Microsoft","True","79","0.31","17.95","X360","E","True","2008","26.933333333333334","71.6","19.45","34","17.45","56.0","84.81666666666666","43.3","8","38.516666666666666","20.483333333333334","25.366666666666667","21.0","11","17.866666666666667","16.183333333333334","19.016666666666666","15.9","15","13.866666666666667"
"Hot Shots Golf: Out of Bounds","True","4","True","True","Sports","True","Sony","True","81","0.3","34.95","PlayStation 3","T","True","2008","0.0","0.0","0.0","0","0.0","0.0","0.0","0.0","0","0.0","0.0","0.0","0.0","0","0.0","0.0","0.0","0.0","0","0.0"
"Rune Factory 2: A Fantasy Harvest Moon","True","1","True","True","Action,Role-Playing (RPG),Simulation","True","","True","79","0.3","17.95","Nintendo DS","T","True","2008","66.13333333333334","79.48333333333333","67.08333333333333","4","52.3","38.0","38.0","38.0","1","38.0","75.51666666666667","87.23333333333333","88.66666666666667","3","63.78333333333333","0.0","0.0","0.0","0","0.0"
"SimCity Creator","True","1","True","True","Simulation","True","EA","True","69","0.3","17.95","Nintendo DS","M","True","2008","0.0","0.0","0.0","0","0.0","0.0","0.0","0.0","0","0.0","0.0","0.0","0.0","0","0.0","0.0","0.0","0.0","0","0.0"
"Patapon","True","1","True","True","Action,Strategy","True","Sony","True","86","0.3","17.95","Sony PSP","T","True","2008","19.9","35.166666666666664","16.783333333333335","38","13.716666666666667","33.416666666666664","42.483333333333334","32.55","4","24.766666666666666","27.7","36.2","27.083333333333332","7","20.8","15.883333333333333","23.716666666666665","15.0","27","12.266666666666667"
"Shaun White Snowboarding","True","1","True","True","Sports","True","Ubisoft","True","63","0.3","15.95","PlayStation 3","T","True","2008","0.0","0.0","0.0","0","0.0","0.0","0.0","0.0","0","0.0","0.0","0.0","0.0","0","0.0","0.0","0.0","0.0","0","0.0"
"Iron Man","True","1","True","True","Action","True","Sega","True","44","0.3","17.95","Nintendo Wii","T","True","2008","5.8","10.666666666666666","5.0","12","4.233333333333333","9.983333333333333","12.466666666666667","8.0","3","7.483333333333333","5.083333333333333","5.083333333333333","5.083333333333333","1","5.083333333333333","4.333333333333333","4.683333333333334","4.366666666666666","8","3.716666666666667"
"Sega Superstars Tennis","True","1","True","True","Sports","True","Sega","True","65","0.29","14.95","Nintendo DS","T","True","2008","7.883333333333333","8.566666666666666","8.0","5","7.083333333333333","0.0","0.0","0.0","0","0.0","8.583333333333334","8.883333333333333","8.583333333333334","2","8.283333333333333","7.4","7.85","8.0","3","6.966666666666667"
"Lost Planet: Extreme Condition","True","1","True","True","Action","True","Capcom","True","67","0.29","16.95","PlayStation 3","T","True","2008","8.866666666666667","14.466666666666667","9.0","92","6.55","12.7","15.6","9.7","3","9.8","9.516666666666667","12.733333333333333","9.4","15","8.483333333333333","8.566666666666666","13.266666666666667","8.483333333333333","74","6.35"
"Mirror's Edge","True","1","True","True","Action","True","EA","True","79","0.29","14.95","PlayStation 3","T","True","2008","7.016666666666667","34.833333333333336","6.333333333333333","1100","4.333333333333333","13.733333333333333","37.43333333333333","10.0","49","8.433333333333334","8.483333333333333","21.616666666666667","8.0","203","6.116666666666666","6.316666666666666","11.566666666666666","6.0","895","4.066666666666666"
"The Incredible Hulk","True","1","True","True","Action","True","Sega","True","46","0.29","16.95","Nintendo Wii","T","True","2008","5.216666666666667","5.216666666666667","5.216666666666667","1","5.216666666666667","5.216666666666667","5.216666666666667","5.216666666666667","1","5.216666666666667","0.0","0.0","0.0","0","0.0","0.0","0.0","0.0","0","0.0"
"Condemned 2: Bloodshot","True","1","True","True","Action,Adventure","True","Sega","True","80","0.29","14.95","X360","T","True","2008","10.15","22.4","9.5","49","7.9","35.0","35.0","35.0","1","35.0","11.616666666666667","13.4","12.0","16","10.4","8.633333333333333","10.15","8.9","32","7.383333333333334"
"Sega Superstars Tennis","True","4","True","True","Sports","True","Sega","True","71","0.28","12.95","Nintendo Wii","E","True","2008","7.883333333333333","8.566666666666666","8.0","5","7.083333333333333","0.0","0.0","0.0","0","0.0","8.583333333333334","8.883333333333333","8.583333333333334","2","8.283333333333333","7.4","7.85","8.0","3","6.966666666666667"
"Speed Racer: The Videogame","True","1","True","True","Racing / Driving","True","","True","75","0.28","17.95","Nintendo DS","M","True","2008","12.383333333333333","12.383333333333333","12.383333333333333","1","12.383333333333333","12.383333333333333","12.383333333333333","12.383333333333333","1","12.383333333333333","0.0","0.0","0.0","0","0.0","0.0","0.0","0.0","0","0.0"
"Viva Pi$?ata: Pocket Paradise","True","1","True","True","Simulation,Strategy","True","THQ","True","82","0.28","17.95","Nintendo DS","T","True","2008","20.333333333333332","22.833333333333332","21.0","3","17.833333333333332","0.0","0.0","0.0","0","0.0","0.0","0.0","0.0","0","0.0","20.333333333333332","22.833333333333332","21.0","3","17.833333333333332"
"Tom Clancy's EndWar","True","1","True","True","Strategy","True","Ubisoft","True","76","0.28","17.95","PlayStation 3","M","True","2008","14.533333333333333","25.566666666666666","9.75","7","9.05","0.0","0.0","0.0","0","0.0","39.0","39.0","39.0","1","39.0","10.466666666666667","14.016666666666667","8.866666666666667","6","7.816666666666666"
"Iron Man","True","1","True","True","Action","True","Sega","True","45","0.28","17.95","X360","M","True","2008","5.8","10.666666666666666","5.0","12","4.233333333333333","9.983333333333333","12.466666666666667","8.0","3","7.483333333333333","5.083333333333333","5.083333333333333","5.083333333333333","1","5.083333333333333","4.333333333333333","4.683333333333334","4.366666666666666","8","3.716666666666667"
"Need for Speed: Undercover","True","4","True","True","Racing / Driving","True","EA","True","54","0.27","27.95","Nintendo Wii","E","True","2008","12.183333333333334","16.333333333333332","11.2","43","9.333333333333334","16.116666666666667","18.15","14.5","6","14.3","13.783333333333333","16.683333333333334","13.0","11","11.683333333333334","10.583333333333334","11.683333333333334","11.0","26","8.883333333333333"
